"draw","source","richness","abundance","even","hill1","hill2"
29,"feasible",7,50,0.8112,6.10799691236396,5.29661016949153
30,"feasible",7,50,0.8128,5.88844865188877,5.34188034188034
31,"feasible",7,50,0.8232,6.17474151205609,5.65610859728507
32,"feasible",7,50,0.708,4.47517076388766,3.42465753424657
33,"feasible",7,50,0.7952,5.76070852651888,4.8828125
34,"feasible",7,50,0.684,4.50630816697303,3.16455696202532
35,"feasible",7,50,0.4384,2.73921583933738,1.78062678062678
36,"feasible",7,50,0.7144,4.63235954493113,3.50140056022409
37,"feasible",7,50,0.5416,3.37422474835286,2.18150087260035
38,"feasible",7,50,0.6688,3.85003194692042,3.01932367149759
39,"feasible",7,50,0.7824,5.24335555719068,4.59558823529412
40,"feasible",7,50,0.7464,4.9960150246724,3.94321766561514
41,"feasible",7,50,0.7992,5.73904827787881,4.9800796812749
42,"feasible",7,50,0.7192,4.4993321343319,3.56125356125356
43,"feasible",7,50,0.7856,5.23809068269905,4.66417910447761
44,"feasible",7,50,0.7144,4.78001389260407,3.50140056022409
45,"feasible",7,50,0.7208,4.38854699414911,3.58166189111748
46,"feasible",7,50,0.7888,5.53030718154437,4.73484848484849
47,"feasible",7,50,0.7568,5.09227744090186,4.11184210526316
48,"feasible",7,50,0.7696,4.96280360286084,4.34027777777778
49,"feasible",7,50,0.7592,5.03046484131886,4.15282392026578
50,"feasible",7,50,0.724,4.44734961794673,3.6231884057971
51,"feasible",7,50,0.792,5.41639713640602,4.80769230769231
52,"feasible",7,50,0.608,3.8624769735943,2.55102040816327
53,"feasible",7,50,0.7568,5.27350670071255,4.11184210526316
54,"feasible",7,50,0.776,5.23126822563976,4.46428571428571
55,"feasible",7,50,0.844,6.64458921498031,6.41025641025641
56,"feasible",7,50,0.824,6.08280539335195,5.68181818181818
57,"feasible",7,50,0.7656,5.17537492230896,4.26621160409556
58,"feasible",7,50,0.7912,5.47438402399679,4.78927203065134
59,"feasible",7,50,0.7368,4.89303220092065,3.79939209726444
60,"feasible",7,50,0.584,3.65286715617223,2.40384615384615
61,"feasible",7,50,0.7768,5.2139987373454,4.48028673835125
62,"feasible",7,50,0.6288,4.01621419071774,2.69396551724138
63,"feasible",7,50,0.6712,3.87911388120889,3.04136253041362
64,"feasible",7,50,0.4632,2.82670607836459,1.8628912071535
65,"feasible",7,50,0.8256,6.2333249498162,5.73394495412844
66,"feasible",7,50,0.6688,3.81801346286706,3.01932367149758
67,"feasible",7,50,0.7896,5.61490845016062,4.75285171102662
68,"feasible",7,50,0.7864,5.50718578023357,4.68164794007491
69,"feasible",7,50,0.7992,5.6255732504213,4.9800796812749
70,"feasible",7,50,0.7744,5.38361811509315,4.43262411347518
71,"feasible",7,50,0.7928,5.67429027255673,4.82625482625483
72,"feasible",7,50,0.7048,4.4370382825901,3.38753387533875
73,"feasible",7,50,0.7744,5.14245536768706,4.43262411347518
74,"feasible",7,50,0.7928,5.51129072883835,4.82625482625483
75,"feasible",7,50,0.7664,5.18894428384397,4.28082191780822
76,"feasible",7,50,0.8056,5.70998618900513,5.1440329218107
77,"feasible",7,50,0.8016,5.78338698976153,5.04032258064516
78,"feasible",7,50,0.7912,5.33750039191655,4.78927203065134
79,"feasible",7,50,0.7704,5.17379358373946,4.35540069686411
80,"feasible",7,50,0.784,5.31573127999242,4.62962962962963
81,"feasible",7,50,0.7808,5.23547768186268,4.56204379562044
82,"feasible",7,50,0.7864,5.75882605697234,4.68164794007491
83,"feasible",7,50,0.7232,4.80422510361276,3.61271676300578
84,"feasible",7,50,0.7688,5.30424779070792,4.32525951557093
85,"feasible",7,50,0.7832,5.54430648497621,4.61254612546125
86,"feasible",7,50,0.6248,3.49164554702978,2.66524520255864
87,"feasible",7,50,0.7064,3.99220431026278,3.40599455040872
88,"feasible",7,50,0.824,6.21161293849868,5.68181818181818
89,"feasible",7,50,0.7936,5.60544249497108,4.84496124031008
90,"feasible",7,50,0.7336,4.66663983018719,3.75375375375375
91,"feasible",7,50,0.7784,5.16541431156995,4.51263537906137
92,"feasible",7,50,0.7144,4.785562698679,3.50140056022409
93,"feasible",7,50,0.7464,4.683121687828,3.94321766561514
94,"feasible",7,50,0.7368,4.67472073745708,3.79939209726444
95,"feasible",7,50,0.7488,4.9218433376202,3.98089171974522
96,"feasible",7,50,0.6728,4.53505229996534,3.05623471882641
97,"feasible",7,50,0.78,5.34949084085855,4.54545454545455
98,"feasible",7,50,0.7248,4.61120105678092,3.63372093023256
99,"feasible",7,50,0.6464,4.15923855781997,2.82805429864253
100,"feasible",7,50,0.7312,5.00556985542177,3.7202380952381
101,"feasible",7,50,0.7992,5.68216561546821,4.9800796812749
102,"feasible",7,50,0.7088,4.60357273492147,3.43406593406593
103,"feasible",7,50,0.7904,5.65104106843352,4.77099236641221
104,"feasible",7,50,0.84,6.64792071000289,6.25
105,"feasible",7,50,0.7136,4.26466161282956,3.49162011173184
106,"feasible",7,50,0.808,5.60521512462879,5.20833333333333
107,"feasible",7,50,0.7808,5.26926666819846,4.56204379562044
108,"feasible",7,50,0.64,3.67685021985225,2.77777777777778
109,"feasible",7,50,0.8152,5.88892628463407,5.41125541125541
110,"feasible",7,50,0.6184,3.60836788410619,2.62054507337526
111,"feasible",7,50,0.7792,5.35678609887201,4.52898550724638
112,"feasible",7,50,0.8104,5.88089157291102,5.27426160337553
113,"feasible",7,50,0.8376,6.5565416323671,6.1576354679803
114,"feasible",7,50,0.7224,4.49017926943828,3.60230547550432
115,"feasible",7,50,0.8368,6.53284345875405,6.12745098039216
116,"feasible",7,50,0.6736,4.179622537358,3.06372549019608
117,"feasible",7,50,0.7712,5.24691261404224,4.37062937062937
118,"feasible",7,50,0.7216,4.80036238534949,3.59195402298851
119,"feasible",7,50,0.7152,4.54916695257878,3.51123595505618
120,"feasible",7,50,0.6832,4.46700319871519,3.15656565656566
121,"feasible",7,50,0.72,4.19952166317579,3.57142857142857
122,"feasible",7,50,0.8312,6.34233939801348,5.92417061611374
123,"feasible",7,50,0.7816,5.36398974157304,4.57875457875458
124,"feasible",7,50,0.7256,4.32302343699274,3.64431486880467
125,"feasible",7,50,0.7984,5.74228169466882,4.96031746031746
126,"feasible",7,50,0.7816,5.43404615623025,4.57875457875458
127,"feasible",7,50,0.8032,5.53965067147147,5.08130081300813
128,"feasible",7,50,0.828,6.2561186801332,5.81395348837209
129,"feasible",7,50,0.8024,5.93326234186923,5.06072874493927
130,"feasible",7,50,0.7568,4.98054480496148,4.11184210526316
131,"feasible",7,50,0.8432,6.64112938224131,6.37755102040816
132,"feasible",7,50,0.7056,4.10761473037977,3.39673913043478
133,"feasible",7,50,0.8168,6.09773801685807,5.45851528384279
134,"feasible",7,50,0.8056,6.04088987060578,5.1440329218107
135,"feasible",7,50,0.74,4.85280033558346,3.84615384615385
136,"feasible",7,50,0.8136,5.92278968749909,5.36480686695279
137,"feasible",7,50,0.8096,5.76059378212575,5.25210084033613
138,"feasible",7,50,0.8296,6.18301721866334,5.86854460093897
139,"feasible",7,50,0.776,5.35338386485758,4.46428571428571
140,"feasible",7,50,0.688,4.34185607991446,3.2051282051282
141,"feasible",7,50,0.7128,4.52386888034173,3.48189415041783
142,"feasible",7,50,0.6616,4.18616865899155,2.95508274231678
143,"feasible",7,50,0.7016,4.44593756701852,3.35120643431635
144,"feasible",7,50,0.736,5.13455191548266,3.78787878787879
145,"feasible",7,50,0.7848,5.50243065236573,4.64684014869888
146,"feasible",7,50,0.7856,5.21813548851924,4.66417910447761
147,"feasible",7,50,0.772,5.39225974746105,4.3859649122807
148,"feasible",7,50,0.7432,5.04958046908748,3.89408099688473
149,"feasible",7,50,0.764,5.31253595961106,4.23728813559322
150,"feasible",7,50,0.7552,5.18326219292434,4.08496732026144
151,"feasible",7,50,0.7536,4.72275120555106,4.05844155844156
152,"feasible",7,50,0.7096,4.56442737631734,3.4435261707989
153,"feasible",7,50,0.7136,4.73574309750548,3.49162011173184
154,"feasible",7,50,0.812,5.92269220434467,5.31914893617021
155,"feasible",7,50,0.8144,6.03559778129327,5.38793103448276
156,"feasible",7,50,0.66,4.08133472500878,2.94117647058824
157,"feasible",7,50,0.7336,4.95212424738127,3.75375375375375
158,"feasible",7,50,0.8136,6.00854506789683,5.36480686695279
159,"feasible",7,50,0.6936,4.13496086211146,3.26370757180157
160,"feasible",7,50,0.8256,6.13268718650441,5.73394495412844
161,"feasible",7,50,0.7176,4.61594071037697,3.54107648725212
162,"feasible",7,50,0.82,6.06417367779697,5.55555555555556
163,"feasible",7,50,0.6344,3.86630495069736,2.73522975929978
164,"feasible",7,50,0.8048,5.65372201858524,5.12295081967213
165,"feasible",7,50,0.784,5.40558704816401,4.62962962962963
166,"feasible",7,50,0.716,4.57667136509371,3.52112676056338
167,"feasible",7,50,0.7432,4.9331338891322,3.89408099688474
168,"feasible",7,50,0.8168,5.90652003180815,5.4585152838428
169,"feasible",7,50,0.568,3.15492892828236,2.31481481481481
170,"feasible",7,50,0.5408,3.33909773365945,2.17770034843206
171,"feasible",7,50,0.8312,6.27406598188114,5.92417061611374
172,"feasible",7,50,0.8096,5.88679290407376,5.25210084033613
173,"feasible",7,50,0.7048,4.78347516098416,3.38753387533875
174,"feasible",7,50,0.7496,5.13824814133309,3.99361022364217
175,"feasible",7,50,0.6976,4.22904974228459,3.30687830687831
176,"feasible",7,50,0.6856,4.56780194140626,3.18066157760814
177,"feasible",7,50,0.744,4.89931354884058,3.90625
178,"feasible",7,50,0.7568,4.93155523353912,4.11184210526316
179,"feasible",7,50,0.7128,4.23546147156826,3.48189415041783
180,"feasible",7,50,0.5904,3.43173899724696,2.44140625
181,"feasible",7,50,0.788,5.42001772750927,4.71698113207547
182,"feasible",7,50,0.8192,6.10703200909503,5.53097345132743
183,"feasible",7,50,0.7832,5.43825350337248,4.61254612546125
184,"feasible",7,50,0.692,3.88491823234144,3.24675324675325
185,"feasible",7,50,0.7464,4.77042837682017,3.94321766561514
186,"feasible",7,50,0.7792,5.55518414696954,4.52898550724638
187,"feasible",7,50,0.7184,4.84434045914954,3.55113636363636
188,"feasible",7,50,0.7232,4.67778815488555,3.61271676300578
189,"feasible",7,50,0.7704,5.17379358373946,4.35540069686411
190,"feasible",7,50,0.8224,6.04746642840981,5.63063063063063
191,"feasible",7,50,0.6768,4.34346236199497,3.09405940594059
192,"feasible",7,50,0.8328,6.25648934021966,5.98086124401914
193,"feasible",7,50,0.7784,5.2056165942479,4.51263537906137
194,"feasible",7,50,0.7448,4.73001630798428,3.91849529780564
195,"feasible",7,50,0.7976,5.66738491162957,4.94071146245059
196,"feasible",7,50,0.7552,5.1112981452278,4.08496732026144
197,"feasible",7,50,0.7368,4.59211559641787,3.79939209726444
198,"feasible",7,50,0.6968,3.93558348895574,3.29815303430079
199,"feasible",7,50,0.7832,5.23073032299518,4.61254612546125
200,"feasible",7,50,0.7096,4.4390465444848,3.4435261707989
201,"feasible",7,50,0.76,4.95325211034015,4.16666666666667
202,"feasible",7,50,0.7168,4.25612996216194,3.53107344632768
203,"feasible",7,50,0.664,4.28353426960242,2.97619047619048
204,"feasible",7,50,0.796,5.58411302108524,4.90196078431372
205,"feasible",7,50,0.812,5.87335945238874,5.31914893617021
206,"feasible",7,50,0.756,4.68630670104299,4.0983606557377
207,"feasible",7,50,0.8032,5.75769575340168,5.08130081300813
208,"feasible",7,50,0.7744,5.23714049448855,4.43262411347518
209,"feasible",7,50,0.828,6.13895052875015,5.81395348837209
210,"feasible",7,50,0.7,4.48315125210586,3.33333333333333
211,"feasible",7,50,0.6432,4.01810408139788,2.80269058295964
212,"feasible",7,50,0.8192,6.11096963548756,5.53097345132743
213,"feasible",7,50,0.78,5.21388702576614,4.54545454545454
214,"feasible",7,50,0.7936,5.5426668893497,4.84496124031008
215,"feasible",7,50,0.768,5.20247720068138,4.31034482758621
216,"feasible",7,50,0.8256,6.1019167626817,5.73394495412844
217,"feasible",7,50,0.8184,6.19393523670398,5.50660792951542
218,"feasible",7,50,0.8,5.60800978194911,5
219,"feasible",7,50,0.832,6.23018910038222,5.95238095238095
220,"feasible",7,50,0.7952,5.60397102026905,4.8828125
221,"feasible",7,50,0.7808,5.34544414723408,4.56204379562044
222,"feasible",7,50,0.7088,4.35049685228407,3.43406593406593
223,"feasible",7,50,0.6464,3.67626068772375,2.82805429864253
224,"feasible",7,50,0.7056,4.22687647139681,3.39673913043478
225,"feasible",7,50,0.8056,5.56758129091537,5.1440329218107
226,"feasible",7,50,0.824,6.21320679005566,5.68181818181818
227,"feasible",7,50,0.7792,5.26490288083825,4.52898550724638
228,"feasible",7,50,0.6168,3.68545206387267,2.60960334029228
229,"feasible",7,50,0.7784,5.3949646135008,4.51263537906137
230,"feasible",7,50,0.8296,6.40140015784616,5.86854460093897
231,"feasible",7,50,0.764,5.1285924831909,4.23728813559322
232,"feasible",7,50,0.7176,4.61594071037697,3.54107648725212
233,"feasible",7,50,0.7592,5.19434884894351,4.15282392026578
234,"feasible",7,50,0.8112,6.05910226904943,5.29661016949153
235,"feasible",7,50,0.82,6.11987411947437,5.55555555555556
236,"feasible",7,50,0.6744,3.75247590351149,3.07125307125307
237,"feasible",7,50,0.7496,5.01610140049115,3.99361022364217
238,"feasible",7,50,0.6976,4.22904974228459,3.30687830687831
239,"feasible",7,50,0.784,5.36067792673645,4.62962962962963
240,"feasible",7,50,0.672,3.92235893106517,3.04878048780488
241,"feasible",7,50,0.8328,6.43573427913295,5.98086124401914
242,"feasible",7,50,0.6976,4.12974637697987,3.30687830687831
243,"feasible",7,50,0.8232,6.25449218295723,5.65610859728507
244,"feasible",7,50,0.6568,3.86488407266417,2.91375291375291
245,"feasible",7,50,0.7392,4.97133635499029,3.83435582822086
246,"feasible",7,50,0.816,5.9617561386618,5.43478260869565
247,"feasible",7,50,0.7376,4.70824125173095,3.8109756097561
248,"feasible",7,50,0.784,5.30189469346145,4.62962962962963
249,"feasible",7,50,0.768,5.14245536768706,4.31034482758621
250,"feasible",7,50,0.852,6.85804234202103,6.75675675675676
251,"feasible",7,50,0.804,5.61227229152688,5.10204081632653
252,"feasible",7,50,0.7536,4.97432137631561,4.05844155844156
253,"feasible",7,50,0.7792,5.48813124504602,4.52898550724638
254,"feasible",7,50,0.8088,6.01068336567622,5.23012552301255
255,"feasible",7,50,0.796,5.59499966894065,4.90196078431372
256,"feasible",7,50,0.7864,5.5721692271938,4.68164794007491
257,"feasible",7,50,0.8064,5.91767228913859,5.16528925619835
258,"feasible",7,50,0.76,4.82041732833463,4.16666666666667
259,"feasible",7,50,0.764,5.32659382369234,4.23728813559322
260,"feasible",7,50,0.8072,5.76881463872235,5.18672199170124
261,"feasible",7,50,0.7664,5.24246687062568,4.28082191780822
262,"feasible",7,50,0.8176,6.03231331944535,5.48245614035088
263,"feasible",7,50,0.7864,5.33925955349448,4.68164794007491
264,"feasible",7,50,0.7352,4.91101771719921,3.77643504531722
265,"feasible",7,50,0.8104,5.8836277960264,5.27426160337553
266,"feasible",7,50,0.7968,5.89355344488777,4.92125984251969
267,"feasible",7,50,0.5984,3.57141712342286,2.49003984063745
268,"feasible",7,50,0.7568,4.9023664410852,4.11184210526316
269,"feasible",7,50,0.7616,5.12895969511072,4.19463087248322
270,"feasible",7,50,0.816,5.90491814637987,5.43478260869565
271,"feasible",7,50,0.8328,6.43573427913295,5.98086124401914
272,"feasible",7,50,0.7728,5.20455964148518,4.40140845070423
273,"feasible",7,50,0.4904,3.01251780532181,1.96232339089482
274,"feasible",7,50,0.6664,3.97932355687863,2.99760191846523
275,"feasible",7,50,0.8008,5.60936204090875,5.02008032128514
276,"feasible",7,50,0.7168,4.86713971683426,3.53107344632768
277,"feasible",7,50,0.8288,6.37527550657693,5.8411214953271
278,"feasible",7,50,0.74,4.92011443842812,3.84615384615385
279,"feasible",7,50,0.7048,4.08212360824082,3.38753387533875
280,"feasible",7,50,0.736,4.43727720668083,3.78787878787879
281,"feasible",7,50,0.7952,5.60397102026905,4.8828125
282,"feasible",7,50,0.7712,5.50089724119904,4.37062937062937
283,"feasible",7,50,0.7792,5.72040865393812,4.52898550724638
284,"feasible",7,50,0.728,4.64146498832695,3.6764705882353
285,"feasible",7,50,0.7496,4.89028088599094,3.99361022364217
286,"feasible",7,50,0.7472,5.21617523907145,3.95569620253165
287,"feasible",7,50,0.6848,4.15789337228373,3.17258883248731
288,"feasible",7,50,0.7576,5.26147274629475,4.12541254125413
289,"feasible",7,50,0.7,4.64682026775887,3.33333333333333
290,"feasible",7,50,0.752,5.20251241600284,4.03225806451613
291,"feasible",7,50,0.7456,4.70004414079848,3.93081761006289
292,"feasible",7,50,0.8056,5.81843435805002,5.1440329218107
293,"feasible",7,50,0.7208,4.54042704157344,3.58166189111748
294,"feasible",7,50,0.792,5.67791915710923,4.80769230769231
295,"feasible",7,50,0.7504,4.98680407728973,4.00641025641026
296,"feasible",7,50,0.7488,5.24920215847426,3.98089171974522
297,"feasible",7,50,0.7584,4.91505612922849,4.13907284768212
298,"feasible",7,50,0.7312,4.59719229542729,3.7202380952381
299,"feasible",7,50,0.7448,4.80052887431453,3.91849529780564
300,"feasible",7,50,0.5608,3.43775773768759,2.27686703096539
301,"feasible",7,50,0.6888,4.35275281648062,3.2133676092545
302,"feasible",7,50,0.8064,5.79337895690682,5.16528925619835
303,"feasible",7,50,0.712,4.4549427187875,3.47222222222222
304,"feasible",7,50,0.7968,5.55454717510861,4.92125984251969
305,"feasible",7,50,0.7752,5.22562646355555,4.44839857651246
306,"feasible",7,50,0.504,2.91678987343788,2.01612903225806
307,"feasible",7,50,0.7872,5.29497576984637,4.69924812030075
308,"feasible",7,50,0.8096,5.94810977362174,5.25210084033613
309,"feasible",7,50,0.7104,4.67574784409148,3.45303867403315
310,"feasible",7,50,0.8248,6.17587739864993,5.70776255707762
311,"feasible",7,50,0.7312,4.99976595352536,3.7202380952381
312,"feasible",7,50,0.788,5.50732162203062,4.71698113207547
313,"feasible",7,50,0.7968,5.86327079385802,4.92125984251969
314,"feasible",7,50,0.6592,3.91322233208269,2.93427230046948
315,"feasible",7,50,0.8208,6.21971073907972,5.58035714285714
316,"feasible",7,50,0.7792,5.34845380096508,4.52898550724638
317,"feasible",7,50,0.812,5.8820981409025,5.31914893617021
318,"feasible",7,50,0.836,6.41793928716494,6.09756097560975
319,"feasible",7,50,0.6024,3.40773205858638,2.51509054325956
320,"feasible",7,50,0.7536,4.72275120555106,4.05844155844156
321,"feasible",7,50,0.7768,5.49857291661753,4.48028673835125
322,"feasible",7,50,0.8272,6.12932079241455,5.78703703703704
323,"feasible",7,50,0.784,5.51240997318624,4.62962962962963
324,"feasible",7,50,0.7944,5.53465377330084,4.86381322957198
325,"feasible",7,50,0.8136,6.05460230891666,5.36480686695279
326,"feasible",7,50,0.5056,2.96757338711184,2.02265372168285
327,"feasible",7,50,0.6408,3.71933304310314,2.78396436525612
328,"feasible",7,50,0.7408,4.67488786599453,3.85802469135802
329,"feasible",7,50,0.748,4.7693695573798,3.96825396825397
330,"feasible",7,50,0.5992,3.62937676974292,2.49500998003992
331,"feasible",7,50,0.6216,3.48130336163418,2.64270613107822
332,"feasible",7,50,0.7328,4.83694277433966,3.74251497005988
333,"feasible",7,50,0.6544,3.70861724639282,2.89351851851852
334,"feasible",7,50,0.832,6.33534636128926,5.95238095238095
335,"feasible",7,50,0.7016,4.68920803535426,3.35120643431635
336,"feasible",7,50,0.7368,4.77941076253817,3.79939209726444
337,"feasible",7,50,0.7424,4.82815524048942,3.88198757763975
338,"feasible",7,50,0.7888,5.64568797016041,4.73484848484848
339,"feasible",7,50,0.7224,4.46850606969574,3.60230547550432
340,"feasible",7,50,0.5136,3.11664932908798,2.05592105263158
341,"feasible",7,50,0.708,4.38675695250122,3.42465753424657
342,"feasible",7,50,0.7032,4.45557032723746,3.36927223719677
343,"feasible",7,50,0.6632,4.04506888389183,2.96912114014252
344,"feasible",7,50,0.832,6.2333249498162,5.95238095238095
345,"feasible",7,50,0.8168,5.85022888664011,5.4585152838428
346,"feasible",7,50,0.7936,5.62480753893857,4.84496124031008
347,"feasible",7,50,0.7624,5.05416563600795,4.20875420875421
348,"feasible",7,50,0.76,5.00557547681993,4.16666666666667
349,"feasible",7,50,0.6072,3.84300744893289,2.54582484725051
350,"feasible",7,50,0.788,5.43046929703029,4.71698113207547
351,"feasible",7,50,0.8144,5.9251645390066,5.38793103448276
352,"feasible",7,50,0.8368,6.56578693697759,6.12745098039216
353,"feasible",7,50,0.7984,5.53661978188493,4.96031746031746
354,"feasible",7,50,0.7328,4.426696278449,3.74251497005988
355,"feasible",7,50,0.7144,4.34047222922777,3.50140056022409
356,"feasible",7,50,0.7504,5.00753634578416,4.00641025641026
357,"feasible",7,50,0.7888,5.55875225771634,4.73484848484848
358,"feasible",7,50,0.8368,6.48559297939625,6.12745098039216
359,"feasible",7,50,0.8128,5.99134359183799,5.34188034188034
360,"feasible",7,50,0.724,4.64454552674041,3.6231884057971
361,"feasible",7,50,0.776,5.44012286755859,4.46428571428571
362,"feasible",7,50,0.7224,4.36028137189523,3.60230547550432
363,"feasible",7,50,0.7512,4.8645518751626,4.01929260450161
364,"feasible",7,50,0.7184,4.50865350723686,3.55113636363636
365,"feasible",7,50,0.82,6.09015982565154,5.55555555555555
366,"feasible",7,50,0.8016,5.95109346522431,5.04032258064516
367,"feasible",7,50,0.744,4.51799440736888,3.90625
368,"feasible",7,50,0.752,4.79352013898405,4.03225806451613
369,"feasible",7,50,0.7904,5.52852787840973,4.77099236641221
370,"feasible",7,50,0.832,6.25225284211337,5.95238095238095
371,"feasible",7,50,0.6904,3.87651725213044,3.22997416020672
372,"feasible",7,50,0.6928,4.34782803368343,3.25520833333333
373,"feasible",7,50,0.7856,5.46802282586027,4.66417910447761
374,"feasible",7,50,0.8336,6.42621500187425,6.00961538461539
375,"feasible",7,50,0.6392,4.01681824512743,2.77161862527716
376,"feasible",7,50,0.7344,4.51245314321286,3.76506024096385
377,"feasible",7,50,0.768,5.34307268729682,4.31034482758621
378,"feasible",7,50,0.7904,5.60838519231294,4.77099236641221
379,"feasible",7,50,0.7712,5.26585912010367,4.37062937062937
380,"feasible",7,50,0.7608,5.09357887951288,4.18060200668896
381,"feasible",7,50,0.6704,3.97606569620402,3.03398058252427
382,"feasible",7,50,0.8,5.57687911796931,5
383,"feasible",7,50,0.8064,5.80953704299293,5.16528925619835
384,"feasible",7,50,0.7384,4.51894177625766,3.82262996941896
385,"feasible",7,50,0.8088,5.92433296451224,5.23012552301255
386,"feasible",7,50,0.676,3.8850167593835,3.08641975308642
387,"feasible",7,50,0.804,5.80685036341085,5.10204081632653
388,"feasible",7,50,0.6344,3.86630495069736,2.73522975929978
389,"feasible",7,50,0.8032,5.79791479834816,5.08130081300813
390,"feasible",7,50,0.7864,5.33925955349448,4.68164794007491
391,"feasible",7,50,0.7584,5.05971889393185,4.13907284768212
392,"feasible",7,50,0.8248,6.08416972439481,5.70776255707763
393,"feasible",7,50,0.468,2.61892085046204,1.8796992481203
394,"feasible",7,50,0.8376,6.51162569939071,6.1576354679803
395,"feasible",7,50,0.7832,5.22727295452682,4.61254612546125
396,"feasible",7,50,0.8072,5.92953932154021,5.18672199170124
397,"feasible",7,50,0.7568,4.83094571725656,4.11184210526316
398,"feasible",7,50,0.832,6.4240085058709,5.95238095238095
399,"feasible",7,50,0.5984,3.57141712342286,2.49003984063745
400,"feasible",7,50,0.812,5.77589493847104,5.31914893617021
401,"feasible",7,50,0.6864,4.32636941262093,3.18877551020408
402,"feasible",7,50,0.7128,4.68204220599713,3.48189415041783
403,"feasible",7,50,0.8008,5.74010401567569,5.02008032128514
404,"feasible",7,50,0.7976,5.66738491162957,4.94071146245059
405,"feasible",7,50,0.5872,3.72377454290595,2.42248062015504
406,"feasible",7,50,0.8072,5.96246652196765,5.18672199170125
407,"feasible",7,50,0.828,6.13895052875015,5.81395348837209
408,"feasible",7,50,0.7704,5.20834939440211,4.35540069686411
409,"feasible",7,50,0.7424,4.84154224523978,3.88198757763975
410,"feasible",7,50,0.7944,5.51401520969251,4.86381322957198
411,"feasible",7,50,0.7072,4.31223729985248,3.41530054644809
412,"feasible",7,50,0.6024,3.69174737630293,2.51509054325956
413,"feasible",7,50,0.8264,6.21656751213032,5.76036866359447
414,"feasible",7,50,0.7336,4.68041762340559,3.75375375375375
415,"feasible",7,50,0.7392,4.59488740740503,3.83435582822086
416,"feasible",7,50,0.8416,6.64780788073917,6.31313131313131
417,"feasible",7,50,0.7856,5.3258931834602,4.66417910447761
418,"feasible",7,50,0.772,5.21157393000489,4.3859649122807
419,"feasible",7,50,0.7472,4.73238771639646,3.95569620253165
420,"feasible",7,50,0.776,5.4107629807164,4.46428571428571
421,"feasible",7,50,0.6576,4.06370661744475,2.92056074766355
422,"feasible",7,50,0.8344,6.501219504987,6.03864734299517
423,"feasible",7,50,0.6472,4.13919186535433,2.83446712018141
424,"feasible",7,50,0.7584,4.98835085203709,4.13907284768212
425,"feasible",7,50,0.7696,5.15712320575381,4.34027777777778
426,"feasible",7,50,0.7368,4.71357013102632,3.79939209726444
427,"feasible",7,50,0.7576,5.14584775203302,4.12541254125412
428,"feasible",7,50,0.784,5.24039181781859,4.62962962962963
429,"feasible",7,50,0.8104,6.08344884341796,5.27426160337553
430,"feasible",7,50,0.7872,5.3635931984539,4.69924812030075
431,"feasible",7,50,0.8256,6.2333249498162,5.73394495412844
432,"feasible",7,50,0.8,5.58515303898006,5
433,"feasible",7,50,0.816,5.89965798704073,5.43478260869565
434,"feasible",7,50,0.7432,5.13883349690199,3.89408099688473
435,"feasible",7,50,0.7384,4.56430059129989,3.82262996941896
436,"feasible",7,50,0.6632,3.87587090188492,2.96912114014252
437,"feasible",7,50,0.6544,3.71251298624948,2.89351851851852
438,"feasible",7,50,0.664,4.08762265303971,2.97619047619048
439,"feasible",7,50,0.8256,6.22583428572657,5.73394495412844
440,"feasible",7,50,0.7312,4.77996617777021,3.7202380952381
441,"feasible",7,50,0.756,5.24084087149711,4.0983606557377
442,"feasible",7,50,0.7592,5.18344750260981,4.15282392026578
443,"feasible",7,50,0.5312,3.15897894409263,2.13310580204778
444,"feasible",7,50,0.8176,6.16904178121943,5.48245614035088
445,"feasible",7,50,0.7832,5.45502360429698,4.61254612546125
446,"feasible",7,50,0.82,6.19297182654916,5.55555555555555
447,"feasible",7,50,0.8064,5.76751806429531,5.16528925619835
448,"feasible",7,50,0.7968,5.51215787924422,4.92125984251969
449,"feasible",7,50,0.5792,3.46261857752277,2.37642585551331
450,"feasible",7,50,0.7824,5.43100195704281,4.59558823529412
451,"feasible",7,50,0.612,3.68545206387267,2.57731958762887
452,"feasible",7,50,0.6968,4.08675408319889,3.29815303430079
453,"feasible",7,50,0.7208,4.54042704157344,3.58166189111748
454,"feasible",7,50,0.804,5.82728831548317,5.10204081632653
455,"feasible",7,50,0.6816,4.00780446057049,3.14070351758794
456,"feasible",7,50,0.8032,5.94016347273075,5.08130081300813
457,"feasible",7,50,0.7752,4.90608402702108,4.44839857651246
458,"feasible",7,50,0.7336,4.72691241918297,3.75375375375375
459,"feasible",7,50,0.6944,4.43368847556719,3.27225130890052
460,"feasible",7,50,0.7816,5.3046647350138,4.57875457875458
461,"feasible",7,50,0.6992,4.37887762339815,3.32446808510638
462,"feasible",7,50,0.7096,4.53979354459504,3.4435261707989
463,"feasible",7,50,0.8016,5.66359907836825,5.04032258064516
464,"feasible",7,50,0.8288,6.29384891001644,5.8411214953271
465,"feasible",7,50,0.7304,4.84111065691748,3.70919881305638
466,"feasible",7,50,0.6864,4.57842350047227,3.18877551020408
467,"feasible",7,50,0.7552,5.08371289783284,4.08496732026144
468,"feasible",7,50,0.7544,5.08065704519849,4.07166123778502
469,"feasible",7,50,0.6792,3.96043050262875,3.11720698254364
